id,page,local_series,official_series,local_name,official_name,exact_name_match,normalized_name_match,exact_series_match,normalized_series_match,page_url,image_url
page-30-05-fawn,30,Winter Wonderland Series,Winter Wonderland(2023),Fawn,Fawn,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/fawn.png
page-30-06-koala,30,Winter Wonderland Series,Winter Wonderland(2023),Koala,Koala,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/koala.png
page-30-01-rabbit,30,Winter Wonderland Series,Winter Wonderland(2023),Rabbit,Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/rabbit.png
page-30-03-reindeer,30,Winter Wonderland Series,Winter Wonderland(2023),Reindeer,Raindeer,False,False,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/raindeer.png
page-31-18-wool-bear,31,Christmas Series 2019,Christmas Series (2019),Wool Bear,Wool Bear,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/Wool_Bear-1.png
page-31-17-wool-penguin,31,Christmas Series 2019,Christmas Series (2019),Wool Penguin,Wool Penguin,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/Wool_Penguin-1.png
page-31-16-wool-reindeer,31,Christmas Series 2019,Christmas Series (2019),Wool Reindeer,Wool Reindeer,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/Wool_Reindeer-1.png
page-31-19-wool-sheep,31,Christmas Series 2019,Christmas Series (2019),Wool Sheep,Wool Sheep,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/11/Wool_Sheep-1.png
page-31-03-christmas-stocking,31,Christmas Series 2020 Presents from Sonny Angel,Christmas Presents from Sonny Angel (2020),Christmas Stocking,Christmas Stocking,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/10/christmas_stocking.png
page-31-05-kittens,31,Christmas Series 2020 Presents from Sonny Angel,Christmas Presents from Sonny Angel (2020),Mittens,Mittens,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/10/mittens.png
page-31-04-poinsettia,31,Christmas Series 2020 Presents from Sonny Angel,Christmas Presents from Sonny Angel (2020),Poinsettia,Poinsettia,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/10/poinsettia.png
page-31-06-snow-globe,31,Christmas Series 2020 Presents from Sonny Angel,Christmas Presents from Sonny Angel (2020),Snow Globe,Snow Globe,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/10/snow_globe.png
page-31-01-stuffed-robby,31,Christmas Series 2020 Presents from Sonny Angel,Christmas Presents from Sonny Angel (2020),Stuffed Robby,Stuffed Robby,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/10/stuffed_robby.png
page-31-02-wrapped-present,31,Christmas Series 2020 Presents from Sonny Angel,Christmas Presents from Sonny Angel (2020),Wrapped Present,Wrapped Present,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/10/wrapped_present.png
page-33-01-santa-claus,33,Christmas Series 2016,Christmas Series 2016,Santa Claus,Santa Clause,False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_255_01.jpg
page-33-05-santa-claus,33,Christmas Series 2016,Christmas Series 2016,Santa Claus,Santa Clause,False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_255_01.jpg
page-34-15-cheetah,34,Christmas Ornament 2023,Sonny Angel Christmas Ornament(2023),Cheetah,Cheetah,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/cheetah.png
page-34-11-koala,34,Christmas Ornament 2023,Sonny Angel Christmas Ornament(2023),Koala,Koala,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/koala.png
page-34-16-rabbit,34,Christmas Ornament 2023,Sonny Angel Christmas Ornament(2023),Rabbit,Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/rabbit.png
page-34-12-reindeer,34,Christmas Ornament 2023,Sonny Angel Christmas Ornament(2023),Reindeer,Reindeer,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/reindeer.png
page-34-14-sheep,34,Christmas Ornament 2023,Sonny Angel Christmas Ornament(2023),Sheep,Sheep,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/sheep.png
page-34-13-sloth,34,Christmas Ornament 2023,Sonny Angel Christmas Ornament(2023),Sloth,Sloth,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/sloth.png
page-35-09-rabbit,35,Sonny Angel Christmas Ornament(2022),Sonny Angel Christmas Ornament(2023),Rabbit,Rabbit,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/rabbit.png
page-35-05-reindeer,35,Sonny Angel Christmas Ornament(2022),Sonny Angel Christmas Ornament(2023),Reindeer,Reindeer,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/reindeer.png
page-36-10-balloon,36,Gifts of Love Series,Gifts of Love(2024),Balloon,Balloon,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/01/balloon.png
page-36-04-chocolates,36,Gifts of Love Series,Gifts of Love(2024),Chocolates,Chocolate,False,False,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/01/chocolate.png
page-36-01-cuddly-bear,36,Gifts of Love Series,Gifts of Love(2024),Cuddly Bear,Cuddly Bear,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/01/cuddly_bear.png
page-36-05-love,36,Gifts of Love Series,Gifts of Love(2024),Love,Love,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/01/you.png
page-36-03-rose,36,Gifts of Love Series,Gifts of Love(2024),Rose,Rose,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/01/rose.png
page-36-02-you,36,Gifts of Love Series,Gifts of Love(2024),You,You,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/01/love.png
page-37-16-chocolate-fawn,37,Valentine's Day Series 2019,Valentine's Day Series (2019),Chocolate Fawn,Chocolate Fawn,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_fawn.jpg
page-37-17-chocolate-mouse,37,Valentine's Day Series 2019,Valentine's Day Series (2019),Chocolate Mouse,Chocolate Mouse,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_mouse.jpg
page-37-15-chocolate-rabbit,37,Valentine's Day Series 2019,Valentine's Day Series (2019),Chocolate Rabbit,Chocolate Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_rabbit.jpg
page-37-19-chocolate-rabbit,37,Valentine's Day Series 2019,Valentine's Day Series (2019),Chocolate Rabbit,Chocolate Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_rabbit.jpg
page-37-18-chocolate-sheep,37,Valentine's Day Series 2019,Valentine's Day Series (2019),Chocolate Sheep,Chocolate Sheep,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/12/chocolate_sheep.jpg
page-41-05-bat,41,Halloween Series 2021,Halloween Series(2021),Bat,Bat,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/bat.png
page-41-06-cat,41,Halloween Series 2021,Halloween Series(2021),Cat,Cat,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/cat.png
page-41-03-ghost,41,Halloween Series 2021,Halloween Series(2021),Ghost,Ghost,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/ghost.png
page-41-04-owl,41,Halloween Series 2021,Halloween Series(2021),Owl,Owl,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/owl.png
page-41-02-pumpkin,41,Halloween Series 2021,Halloween Series(2021),Pumpkin,Pumpkin,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/pumpkin.png
page-41-01-witch,41,Halloween Series 2021,Halloween Series(2021),Witch,Witch,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/witch.png
page-43-02-pumpkin,43,Halloween Series 2012,Halloween Series(2021),Pumpkin,Pumpkin,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/pumpkin.png
page-43-03-witch,43,Halloween Series 2012,Halloween Series(2021),Witch,Witch,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/09/witch.png
page-45-13-calico-cat,45,Cherry Blossom Series,Cherry Blossom Series,Calico Cat,Carico Cat,False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/02/190108_B_0395.jpg
page-45-07-calico-cat,45,Cherry Blossom Series -Night Version-,Cherry Blossom -Night Version- (2021),Calico Cat,Calico Cat,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/02/carico_cat.png
page-45-09-goat,45,Cherry Blossom Series -Night Version-,Cherry Blossom -Night Version- (2021),Goat,Goat,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/02/goat.png
page-45-10-peacock,45,Cherry Blossom Series -Night Version-,Cherry Blossom -Night Version- (2021),Peacock,Peacock,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/02/peacock.png
page-45-08-rabbit,45,Cherry Blossom Series -Night Version-,Cherry Blossom -Night Version- (2021),Rabbit,Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/02/rabbit.png
page-45-01-calico-cat,45,Cherry Blossom Series -Peaceful Spring Edition-,Cherry Blossom -Peaceful Spring Edition- (2022),Calico Cat,Calico Cat,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/02/calicocat.png
page-45-03-goat,45,Cherry Blossom Series -Peaceful Spring Edition-,Cherry Blossom -Peaceful Spring Edition- (2022),Goat,Goat,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/02/goat.png
page-45-04-peacock,45,Cherry Blossom Series -Peaceful Spring Edition-,Cherry Blossom -Peaceful Spring Edition- (2022),Peacock,Peacock,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/02/peacock.png
page-45-02-rabbit,45,Cherry Blossom Series -Peaceful Spring Edition-,Cherry Blossom -Peaceful Spring Edition- (2022),Rabbit,Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/02/rabbit-1.png
page-46-03-ant,46,Bug's World,Bug's World (2022),Ant,Ant,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/04/ant.png
page-46-04-butterfly,46,Bug's World,Bug's World (2022),Butterfly,Butterfly,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/04/butterfly.png
page-46-06-caterpillar,46,Bug's World,Bug's World (2022),Caterpillar,Caterpillar,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/04/caterpillar.png
page-46-02-dragonfly,46,Bug's World,Bug's World (2022),Dragonfly,Dragonfly,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/04/dragonfly.png
page-46-01-ladybug,46,Bug's World,Bug's World (2022),Ladybug,Ladybug,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/04/ladybug.png
page-46-05-snail,46,Bug's World,Bug's World (2022),Snail,Snail,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/04/snail.png
page-46-10-monkey,46,Cactus Series,Cactus Series (2020),Monkey,Monkey,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/03/cactus_monkey.png
page-46-11-mouse,46,Cactus Series,Cactus Series (2020),Mouse,Mouse,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/03/cactus_mouse.png
page-46-12-parrot,46,Cactus Series,Cactus Series (2020),Parrot,Parrot,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/03/cactus_parret.png
page-46-09-rabbit,46,Cactus Series,Cactus Series (2020),Rabbit,Rabbit,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/03/cactus_rabbit.png
page-47-01-grape,47,Refreshing Cold Drinks,Refreshing Cold Drinks(2022),Grape,Grape,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Grape.jpg
page-47-03-peach,47,Refreshing Cold Drinks,Refreshing Cold Drinks(2022),Peach,Peach,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Peach.jpg
page-47-02-strawberry,47,Refreshing Cold Drinks,Refreshing Cold Drinks(2022),Strawberry,Strawberry,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Strawberry.jpg
page-47-04-watermelon,47,Refreshing Cold Drinks,Refreshing Cold Drinks(2022),Watermelon,Watermelon,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Watermelon.jpg
page-47-08-fan,47,Summer Festival Series,Summer Festival Series(2021),Fan,Fan,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Fan.png
page-47-06-goldfish,47,Summer Festival Series,Summer Festival Series(2021),Goldfish,Goldfish,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Goldfish.png
page-47-09-kitsune-mask,47,Summer Festival Series,Summer Festival Series(2021),Kitsune Mask,Kitsune Mask,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Kitsune-Mask.png
page-47-07-water-balloon,47,Summer Festival Series,Summer Festival Series(2021),Water Balloon,Water Balloon,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Water-Balloon.png
page-51-06-autumn,51,Harvest Series,Harvest Series(2021),Autumn,Autumn,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Autumn.jpg
page-51-05-ginkgo-leaf,51,Harvest Series,Harvest Series(2021),Ginkgo Leaf,Ginkgo Leaf,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Ginkgo_Leaf.jpg
page-51-08-maple-leaf,51,Harvest Series,Harvest Series(2021),Maple Leaf,Maple_Leaf,False,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Maple_Leaf.jpg
page-51-07-pumpkin,51,Harvest Series,Harvest Series(2021),Pumpkin,Pumpkin,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Pumpkin.jpg
page-54-04-cat,54,The Sonny Angel Town Musicians,The Sonny Angel Town Musicians(2021),Cat,Cat,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/07/cat.png
page-54-03-dog,54,The Sonny Angel Town Musicians,The Sonny Angel Town Musicians(2021),Dog,Dog,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/07/dog.png
page-54-02-donkey,54,The Sonny Angel Town Musicians,The Sonny Angel Town Musicians(2021),Donkey,Donkey,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/07/donkey.png
page-54-05-rooster,54,The Sonny Angel Town Musicians,The Sonny Angel Town Musicians(2021),Rooster,Rooster,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/07/rooster.png
page-54-01-sonny,54,The Sonny Angel Town Musicians,The Sonny Angel Town Musicians(2021),Sonny,Sonny,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/07/sonny.png
page-54-06-thief,54,The Sonny Angel Town Musicians,The Sonny Angel Town Musicians(2021),Thief,Thief,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/07/thief.png
page-56-04-brown-black,56,Cat Life(2023),Cat Life(2023),Brown & Black,Brown＆Black,False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/brown_and_black.png
page-56-03-silver-tabby,56,Cat Life(2023),Cat Life(2023),Silver Tabby,Silver tabby,False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/silver_tabby.png
page-57-03-beagle,57,Dog Time Series,Dog Time(2024),Beagle,Beagle,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Beagle.png
page-57-02-chihuahua,57,Dog Time Series,Dog Time(2024),Chihuahua,Chihuahua,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Chihuahua.png
page-57-08-dachshund,57,Dog Time Series,Dog Time(2024),Dachshund,Dachshund,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Dachshund.png
page-57-07-dalmatian,57,Dog Time Series,Dog Time(2024),Dalmatian,Dalmatian,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Dalmatian.png
page-57-05-french-bull-dog,57,Dog Time Series,Dog Time(2024),French Bull Dog,French Bull Dog,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/French_Bull_Dog.png
page-57-06-pomeranian,57,Dog Time Series,Dog Time(2024),Pomeranian,Pomeranian,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Pomeranian.png
page-57-13-pug,57,Dog Time Series,Dog Time(2024),Pug,Pug,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Pug.png
page-57-04-shiba-inu,57,Dog Time Series,Dog Time(2024),Shiba Inu,Shiba Inu,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Shiba_Inu.png
page-57-01-toy-poodle,57,Dog Time Series,Dog Time(2024),Toy Poodle,Toy Poodle,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/09/Toy_Poodle.png
page-59-11-capture-warmth,59,Enjoy the Moment,Sonny Angel Enjoy the Moment (2022),Capture Warmth,Capture Warmth,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/spiritual-growth.png
page-59-13-close-to-nature,59,Enjoy the Moment,Sonny Angel Enjoy the Moment (2022),Close to Nature,Close To Nature,False,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/close-to-nature.png
page-59-06-diary-time,59,Enjoy the Moment,Sonny Angel Enjoy the Moment (2022),Diary Time,Diary Time,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/diary-time.png
page-59-12-easy-moment,59,Enjoy the Moment,Sonny Angel Enjoy the Moment (2022),Easy Moment,Easy Moment,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/easy-moment.png
page-59-08-enjoy-music,59,Enjoy the Moment,Sonny Angel Enjoy the Moment (2022),Enjoy Music,Enjoy Music,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/enjoy-music.png
page-59-09-spiritual-growth,59,Enjoy the Moment,Sonny Angel Enjoy the Moment (2022),Spiritual Growth,Spiritual Growth,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/capture-warmth.png
page-60-04-bossa-nova,60,Love the Music,Love The music(2022),Bossa Nova,Bossa Nova,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Bossa_nova.jpg
page-60-01-folk,60,Love the Music,Love The music(2022),Folk,Folk,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Folk.jpg
page-60-03-jazz,60,Love the Music,Love The music(2022),Jazz,Jazz,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Jazz.jpg
page-60-02-rock,60,Love the Music,Love The music(2022),Rock,Rock,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Rock.jpg
page-62-10-big-apple,62,NewYork Series,NewYork Series,Big Apple,BigApple,False,False,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/BigApple.png
page-62-12-yellow-cab,62,NewYork Series,NewYork Series,Yellow Cab,YellowCab,False,False,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/YellowCab.png
page-62-16-time-for-a-break,62,Seoul Series,Seoul Series,Time for a Break,Time For A Break,False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_722_01.jpg
page-63-04-chibariyo,63,Okinawa Series,Okinawa Series,CHIBARIYO,Chibariyo (Good Luck),False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_734_01.jpg
page-63-01-chimu-don-don,63,Okinawa Series,Okinawa Series,CHIMU DON DON!,Chimu Don Don (Spark Joy),False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_731_01.jpg
page-63-05-haisai,63,Okinawa Series,Okinawa Series,Haisai!,Haisai (Hello),False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_729_01.jpg
page-63-02-masan,63,Okinawa Series,Okinawa Series,MASAN!,Masan (Yummy),False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_730_01.jpg
page-63-06-nankuru-naisa,63,Okinawa Series,Okinawa Series,NANKURU NAISA,Nankuru Naisa (Don't Worry),False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_732_01.jpg
page-63-03-yuimaru,63,Okinawa Series,Okinawa Series,Yuimaru,Yuimaru (Unity),False,True,True,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_733_01.jpg
page-64-20-alpaca,64,Animal Series Ver. 3 Special Color,Animal Series ver.3 Special Color,Alpaca,Alpaca,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_405_01.jpg
page-64-22-american-shorthair,64,Animal Series Ver. 3 Special Color,Animal Series ver.3 Special Color,American Short Hair,American Short Hair,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_407_01.jpg
page-64-21-buffalo,64,Animal Series Ver. 3 Special Color,Animal Series ver.3 Special Color,Buffalo,Buffalo,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/SA_406_01.jpg
