id,page,local_series,official_series,local_name,official_name,exact_name_match,normalized_name_match,exact_series_match,normalized_series_match,page_url,image_url
page-20-10-ray,20,Unrefined Marine Series,Marine Series (~2019),Ray,Ray,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_ray_01.jpg
page-20-05-seahorse,20,Unrefined Marine Series,Marine Series,Seahorse,Seahorse,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Seahorse.png
page-20-04-seal,20,Unrefined Marine Series,Marine Series,Seal,Seal,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Seal.png
page-20-01-shark,20,Unrefined Marine Series,Marine Series,Shark,Shark,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Shark.png
page-20-08-shell,20,Unrefined Marine Series,Marine Series,Shell,Shell,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Shell.png
page-20-12-starfish,20,Unrefined Marine Series,Marine Series,Starfish,Starfish,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Starfish.png
page-20-06-whale,20,Unrefined Marine Series,Marine Series,Whale,Whale,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Whale.png
page-21-11-acorn,21,Unrefined Flower Series,Flower Series,Acorn,Acorn,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Acorn.png
page-21-05-cactus,21,Unrefined Flower Series,Flower Series,Cactus,Cactus,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Cactus.png
page-21-10-carnation,21,Unrefined Flower Series,Flower Series,Carnation,Carnation,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Carnarion.png
page-21-02-cherry-blossoms,21,Unrefined Flower Series,Flower Series (~2019),Cherry Blossoms,Cherry Blossoms,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cherryblossoms_01.jpg
page-21-04-dandelion,21,Unrefined Flower Series,Flower Series (~2019),Dandelion,Dandelion,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_dandelion_01.jpg
page-21-08-hydrangea,21,Unrefined Flower Series,Flower Series,Hydrangea,Hydrangea,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Hybrangea.png
page-21-07-lily-bell,21,Unrefined Flower Series,Flower Series (~2019),Lily Bell,Lily Bell,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lilybell_01.jpg
page-21-06-morning-glory,21,Unrefined Flower Series,Flower Series,Morning Glory,MorningGlory,False,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/MorningGlory.png
page-21-09-pansy,21,Unrefined Flower Series,Flower Series,Pansy,Pansy,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Pansy.png
page-21-03-poppy,21,Unrefined Flower Series,Flower Series,Poppy,Poppy,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Poppy.png
page-21-01-rose,21,Unrefined Flower Series,Flower Series,Rose,Rose,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Rose.png
page-21-12-tulip,21,Unrefined Flower Series,Flower Series,Tulip,Tulip,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Tulip.png
page-21-17-bamboo-shoot,21,Unrefined Vegetable Series,Vegetable Series (~2019),Bamboo Shoot,Bamboo Shoot,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_bambooshoot_01.jpg
page-21-26-cabbage,21,Unrefined Vegetable Series,Vegetable Series,Cabbage,Cabbage,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Cabbage.png
page-21-15-carrot,21,Unrefined Vegetable Series,Vegetable Series,Carrot,Carrot,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Carrot.png
page-21-24-corn,21,Unrefined Vegetable Series,Vegetable Series,Corn,Corn,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Corn.png
page-21-22-eggplant,21,Unrefined Vegetable Series,Vegetable Series,Eggplant,Eggplant,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Eggplant.png
page-21-21-green-pepper,21,Unrefined Vegetable Series,Vegetable Series (~2019),Green Pepper,Pimento,False,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_piment_01.jpg
page-21-23-japanese-ginger,21,Unrefined Vegetable Series,Vegetable Series (~2019),Japanese Ginger,Japanese Ginger,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_japaneseginger_01.jpg
page-21-25-japanese-radish,21,Unrefined Vegetable Series,Vegetable Series (~2019),Japanese Radish,Japanese Radish,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_japaneseradish_01.jpg
page-21-19-onion,21,Unrefined Vegetable Series,Vegetable Series,Onion,Onion,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Onion.png
page-21-20-radish,21,Unrefined Vegetable Series,Vegetable Series,Radish,Radish,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Radish.png
page-21-18-sweet-potato,21,Unrefined Vegetable Series,Vegetable Series (~2019),Sweet Potato,Sweet Potato,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_sweetpotato_01.jpg
page-21-16-tomato,21,Unrefined Vegetable Series,Vegetable Series,Tomato,Tomato,True,True,False,False,https://www.sonnyangel.com/products/,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Tomato.png
page-22-10-birthday-cake-hug,22,Birthday Gift -Bear-,BIRTHDAY GIFT -Bear- (2021),Birthday Cake Hug,Birthday-cake Hug,False,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/birthday-cake-hug.png
page-22-13-heart-balloon,22,Birthday Gift -Bear-,BIRTHDAY GIFT -Bear- (2021),Heart Balloon,Heart Balloon,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/heart-balloon.png
page-22-08-heart-hug,22,Birthday Gift -Bear-,BIRTHDAY GIFT -Bear- (2021),Heart Hug,Heart Hug,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/heart-hug.png
page-22-04-present-hug,22,Birthday Gift -Bear-,BIRTHDAY GIFT -Bear- (2021),Present Hug,Present Hug,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/present-hug.png
page-22-03-round-balloon,22,Birthday Gift -Bear-,BIRTHDAY GIFT -Bear- (2021),Round Balloon,Round Balloon,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/round-balloon.png
page-22-09-star-balloon,22,Birthday Gift -Bear-,BIRTHDAY GIFT -Bear- (2021),Star Balloon,Star Balloon,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/12/star-balloon.png
page-22-06-daisy-lion-lime-green,22,Flower Gift,Flower Gift(2023),Daisy Lion Lime Green,Daisy Lion Lime Green,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/daisy_lion_lime_green.png
page-22-07-daisy-lion-orange,22,Flower Gift,Flower Gift(2023),Daisy Lion Orange,Daisy Lion Orange,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/daisy_lion_orange.png
page-22-11-rose-lion-pink,22,Flower Gift,Flower Gift(2023),Rose Lion Pink,Rose Lion Pink,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/rose_lion_pink.png
page-22-02-rose-lion-yellow,22,Flower Gift,Flower Gift(2023),Rose Lion Yellow,Rose Lion Yellow,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/rose_lion_yellow.png
page-22-01-sunflower-lion-blue,22,Flower Gift,Flower Gift(2023),Sunflower Lion Blue,Sunflower Lion Blue,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/sunflower_lion_blue.png
page-22-05-sunflower-lion-mint-green,22,Flower Gift,Flower Gift(2023),Sunflower Lion Mint Green,Sunflower Lion Mint Green,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/02/sunflower_lion_mint_green.png
page-23-01-blueberry-cake,23,Birthday Gift,Birthday Gift (2017),Blueberry Cake,Blueberry Cake,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_135_01.jpg
page-23-09-chocolate-cake,23,Birthday Gift,Birthday Gift (2017),Chocolate Cake,Chocolate Cake,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_139_01.jpg
page-23-02-lemon-cake,23,Birthday Gift,Birthday Gift (2017),Lemon Cake,Lemon Cake,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_136_01.jpg
page-23-03-mint-cake,23,Birthday Gift,Birthday Gift (2017),Mint Cake,Mint Cake,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_137_01.jpg
page-23-04-raspberry-cake,23,Birthday Gift,Birthday Gift (2017),Raspberry Cake,Raspberry Cake,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_138_01.jpg
page-23-10-strawberry-shortcake,23,Birthday Gift,Birthday Gift (2017),Strawberry Shortcake,Strawberry Shortcake,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-gift/,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/SA_140_01.jpg
page-23-05-cloudy,23,Sky Color Series,Sky Color Series (2020),Cloudy,Cloudy,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/04/cloudy.png
page-23-06-rainbow,23,Sky Color Series,Sky Color Series (2020),Rainbow,Rainbow,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/04/rainbow.png
page-23-07-rainy,23,Sky Color Series,Sky Color Series (2020),Rainy,Rainy,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/04/rainy.png
page-23-12-snowy,23,Sky Color Series,Sky Color Series (2020),Snowy,Snowy,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/04/snowy.png
page-23-13-sunny,23,Sky Color Series,Sky Color Series (2020),Sunny,Sunny,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/04/sunny.png
page-23-08-thunder,23,Sky Color Series,Sky Color Series (2020),Thunder,Thunder,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2020/04/thunder.png
page-25-10-cat,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Cat,Cat,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/cat.png
page-25-08-crocodile,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Crocodile,Crocodile,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/crocodile.png
page-25-05-duck,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Duck,Duck,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/duck.png
page-25-13-elephant,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Elephant,Elephant,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/elephant.png
page-25-02-fawn,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Fawn,Fawn,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/fawn.png
page-25-12-french-bull-dog,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),French Bull Dog,French Bull Dog,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/frenchBullDog.png
page-25-07-hamster,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Hamster,Hamster,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/hamster.png
page-25-06-koala,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Koala,Koala,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/koala.png
page-25-01-monkey,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Monkey,Monkey,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/monkey.png
page-25-03-mouse,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Mouse,Mouse,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/mouse.png
page-25-04-rabbit,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Rabbit,Rabbit,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/rabbit.png
page-25-09-sloth,25,Hippers Looking Back Series,HIPPERS Looking Back Series(2024),Sloth,Sloth,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/04/sloth.png
page-26-08-duck,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Duck,Duck,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/duck.jpg
page-26-02-elephant,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Elephant,Elephant,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/elephant.jpg
page-26-04-fawn,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Fawn,Fawn,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/fawn.jpg
page-26-12-giraffe,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Giraffe,Giraffe,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/giraffe.jpg
page-26-11-koala,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Koala,Koala,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/koala.jpg
page-26-06-lion,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Lion,Lion,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/lion.jpg
page-26-05-lop-ear-rabbit,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Lop Ear Rabbit,Lop Ear Rabbit,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/ropear_rabbit.jpg
page-26-09-mouse,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Mouse,Mouse,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/mouse.jpg
page-26-03-panda,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Panda,Panda,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/panda.jpg
page-26-07-pig,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Pig,Pig,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/pig.jpg
page-26-01-rabbit,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Rabbit,Rabbit,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/rabbit.jpg
page-26-10-sheep,26,Hippers Dreaming Series,HIPPERS Dreaming Series(2022),Sheep,Sheep,True,True,False,True,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/sheep.jpg
page-27-05-apple,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Apple,Apple,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/apple.png
page-27-02-carrot,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Carrot,Carrot,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/carrot.png
page-27-10-cherry,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Cherry,Cherry,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/cherry.png
page-27-12-eggplant,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Eggplant,Eggplant,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/eggplant.png
page-27-01-grape,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Grape,Grape,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/grape.png
page-27-08-melon,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Melon,Melon,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/melon.png
page-27-11-mushroom,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Mushroom,Mushroom,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/mushroom.png
page-27-03-pear,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Pear,Pear,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/pear.png
page-27-06-pineapple,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Pineapple,Pineapple,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/pineapple.png
page-27-09-radish,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Radish,Radish,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/radish.png
page-27-07-strawberry,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Strawberry,Strawberry,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/strawberry.png
page-27-04-tomato,27,Hippers Harvest Series,HIPPERS Harverst Series(2022),Tomato,Tomato,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/tomato.png
page-28-08-duck,28,Hippers Animal Series,HIPPERS (2021),Duck,Duck,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/duck.jpg
page-28-02-elephant,28,Hippers Animal Series,HIPPERS (2021),Elephant,Elephant,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/elephant.jpg
page-28-04-fawn,28,Hippers Animal Series,HIPPERS (2021),Fawn,Fawn,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/fawn.jpg
page-28-12-giraffe,28,Hippers Animal Series,HIPPERS (2021),Giraffe,Giraffe,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/giraff.jpg
page-28-11-koala,28,Hippers Animal Series,HIPPERS (2021),Koala,Koara,False,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/koara.jpg
page-28-06-lion,28,Hippers Animal Series,HIPPERS (2021),Lion,Lion,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/lion.jpg
page-28-05-lop-ear-rabbit,28,Hippers Animal Series,HIPPERS (2021),Lop Ear Rabbit,Lop Ear Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/lopearrabbit.jpg
page-28-09-mouse,28,Hippers Animal Series,HIPPERS (2021),Mouse,Mouse,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/mouse.jpg
page-28-03-panda,28,Hippers Animal Series,HIPPERS (2021),Panda,Panda,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/panda.jpg
page-28-07-pig,28,Hippers Animal Series,HIPPERS (2021),Pig,Pig,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/pig.jpg
page-28-01-rabbit,28,Hippers Animal Series,HIPPERS (2021),Rabbit,Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/rabbit.jpg
page-28-10-sheep,28,Hippers Animal Series,HIPPERS (2021),Sheep,Sheep,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-hippers/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/sheep.jpg
page-29-03-carrot,29,Christmas Dinner Series,Christmas Dinner(2024),Carrot,Carrot,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Carrot.png
page-29-07-crocodile,29,Christmas Dinner Series,Christmas Dinner(2024),Crocodile,Crocodile,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Crocodile.png
page-29-04-lion,29,Christmas Dinner Series,Christmas Dinner(2024),Lion,Lion,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Lion.png
page-29-05-owl,29,Christmas Dinner Series,Christmas Dinner(2024),Owl,Owl,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Owl.png
page-29-02-reindeer,29,Christmas Dinner Series,Christmas Dinner(2024),Reindeer,Reindeer,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Reindeer.png
page-29-01-strawberry,29,Christmas Dinner Series,Christmas Dinner(2024),Strawberry,Strawberry,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2024/11/Strawberry.png
page-30-16-fawn,30,Christmas Series 2021 Dreaming Christmas,Dreaming Christmas (2021),Fawn,fawn,False,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/fawn-1.png
page-30-14-monkey,30,Christmas Series 2021 Dreaming Christmas,Dreaming Christmas (2021),Monkey,Monkey,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/monkey.png
page-30-17-owl,30,Christmas Series 2021 Dreaming Christmas,Dreaming Christmas (2021),Owl,owl,False,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/owl-1.png
page-30-15-rabbit,30,Christmas Series 2021 Dreaming Christmas,Dreaming Christmas (2021),Rabbit,Rabbit,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/rabbit.png
page-30-12-sheep,30,Christmas Series 2021 Dreaming Christmas,Dreaming Christmas (2021),Sheep,Sheep,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/07/sheep.png
page-30-13-tapir,30,Christmas Series 2021 Dreaming Christmas,Dreaming Christmas (2021),Tapir,tapir,False,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2021/10/tapir-1.png
page-30-04-bear,30,Winter Wonderland Series,Winter Wonderland(2023),Bear,Bear,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/bear.png
page-30-02-dalmatian,30,Winter Wonderland Series,Winter Wonderland(2023),Dalmatian,Dalmatian,True,True,False,False,https://www.sonnyangel.com/products/mini-figure-limited/,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/dalmatian.png
