output_path,top_folder,collection_folder,series,name,image_url,page_url
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2023/02__cheetah.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2023),Cheetah,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/cheetah.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2023/01__reindeer.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2023),Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/reindeer.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2023/05__rabbit.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2023),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/winter-wonderland-2023/01__rabbit.png,limited,christmas-collections,Winter Wonderland(2023),Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2023/06__sheep.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2023),Sheep,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/sheep.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2023/04__sloth.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2023),Sloth,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/sloth.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2023/03__koala.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2023),Koala,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/11/koala.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/sweets-collections/charm-candy-store-2023/05__grape-rabbit.png,limited,sweets-collections,Charm Candy Store(2023),Grape Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/12/grape-rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/winter-wonderland-2023/02__dalmatian.png,limited,christmas-collections,Winter Wonderland(2023),Dalmatian,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/dalmatian.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/winter-wonderland-2023/03__raindeer.png,limited,christmas-collections,Winter Wonderland(2023),Raindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/raindeer.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/winter-wonderland-2023/04__bear.png,limited,christmas-collections,Winter Wonderland(2023),Bear,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/bear.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/winter-wonderland-2023/05__fawn.png,limited,christmas-collections,Winter Wonderland(2023),Fawn,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/fawn.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/winter-wonderland-2023/06__koala.png,limited,christmas-collections,Winter Wonderland(2023),Koala,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/10/koala.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/05__white.png,limited,special-collections,Cat Life(2023),White,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/white.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/03__tuxedo.png,limited,special-collections,Cat Life(2023),Tuxedo,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/tuxedo.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/01__calico.png,limited,special-collections,Cat Life(2023),Calico,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/calico.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/04__siamese.png,limited,special-collections,Cat Life(2023),Siamese,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/siamese.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/02__silver-tabby.png,limited,special-collections,Cat Life(2023),Silver tabby,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/silver_tabby.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/07__bluish-gray.png,limited,special-collections,Cat Life(2023),Bluish Gray,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/bluish_gray.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/06__brown-black.png,limited,special-collections,Cat Life(2023),Brown＆Black,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/brown_and_black.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/09__black.png,limited,special-collections,Cat Life(2023),Black,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/black.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/drink-collections/afternoon-tea-2023/01__cupcake.png,limited,drink-collections,Afternoon Tea(2023),Cupcake,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/01/cupcake.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/cat-life-2023/08__red-tabby.png,limited,special-collections,Cat Life(2023),Red Tabby,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/05/red_tabby.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/drink-collections/afternoon-tea-2023/02__cherry-pudding.png,limited,drink-collections,Afternoon Tea(2023),Cherry Pudding,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/01/cherry_pudding.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/drink-collections/afternoon-tea-2023/03__herbal-tea.png,limited,drink-collections,Afternoon Tea(2023),Herbal Tea,https://www.sonnyangel.com/renewal/wp-content/uploads/2023/01/herbal_tea.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/love-the-music-2022/04__bossa-nova.png,limited,valentines-collections,Love The music(2022),Bossa Nova,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Bossa_nova.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/love-the-music-2022/03__jazz.png,limited,valentines-collections,Love The music(2022),Jazz,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Jazz.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/love-the-music-2022/02__rock.png,limited,valentines-collections,Love The music(2022),Rock,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Rock.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2022/02__snowman.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2022),Snowman,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/10/Snowman.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2022/01__star.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2022),Star,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/10/Star.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2022/03__christmas-tree.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2022),Christmas Tree,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/10/Christmas_Tree.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2022/04__reindeer.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2022),Reindeer,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/10/Reindeer.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/valentines-collections/love-the-music-2022/01__folk.png,limited,valentines-collections,Love The music(2022),Folk,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/11/Folk.jpg,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2022/05__angel.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2022),Angel,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/10/Angel.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-hello-jeju-2022/01__chocolate-pig.png,limited,special-collections,Sonny Angel Hello Jeju (2022),Chocolate Pig,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/chocolate_pig.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/christmas-collections/sonny-angel-christmas-ornament-2022/06__santa-claus.png,limited,christmas-collections,Sonny Angel Christmas Ornament(2022),Santa Claus,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/10/Santa-Claus.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-hello-jeju-2022/02__jeju-tangerine.png,limited,special-collections,Sonny Angel Hello Jeju (2022),Jeju Tangerine,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/jeju_tangerine.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-enjoy-the-moment-2022/01__enjoy-music.png,limited,special-collections,Sonny Angel Enjoy the Moment (2022),Enjoy Music,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/enjoy-music.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-hello-jeju-2022/06__jeju-horse.png,limited,special-collections,Sonny Angel Hello Jeju (2022),Jeju Horse,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/jeju_horse.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-enjoy-the-moment-2022/02__diary-time.png,limited,special-collections,Sonny Angel Enjoy the Moment (2022),Diary Time,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/diary-time.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-enjoy-the-moment-2022/03__close-to-nature.png,limited,special-collections,Sonny Angel Enjoy the Moment (2022),Close To Nature,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/close-to-nature.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-hello-jeju-2022/04__canola-flower.png,limited,special-collections,Sonny Angel Hello Jeju (2022),Canola Flower,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/canola_flower.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-enjoy-the-moment-2022/04__easy-moment.png,limited,special-collections,Sonny Angel Enjoy the Moment (2022),Easy Moment,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/easy-moment.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-hello-jeju-2022/03__camellia-rabbit.png,limited,special-collections,Sonny Angel Hello Jeju (2022),Camellia Rabbit,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/camellia_rabbit.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-hello-jeju-2022/05__halla-mountain.png,limited,special-collections,Sonny Angel Hello Jeju (2022),Halla Mountain,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/halla_mountain.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-enjoy-the-moment-2022/06__capture-warmth.png,limited,special-collections,Sonny Angel Enjoy the Moment (2022),Capture Warmth,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/spiritual-growth.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/special-collections/sonny-angel-enjoy-the-moment-2022/05__spiritual-growth.png,limited,special-collections,Sonny Angel Enjoy the Moment (2022),Spiritual Growth,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/09/capture-warmth.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/circus-collections/circus-series-join-the-circus-editon-2022/01__ringmaster.png,limited,circus-collections,Circus Series -Join the Circus Editon-(2022),Ringmaster,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/08/ringmaster.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/circus-collections/circus-series-join-the-circus-editon-2022/02__monkey.png,limited,circus-collections,Circus Series -Join the Circus Editon-(2022),Monkey,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/08/monkey.png,https://www.sonnyangel.com/products/mini-figure-limited/
sonny_png_library_web/limited/circus-collections/circus-series-join-the-circus-editon-2022/04__horse.png,limited,circus-collections,Circus Series -Join the Circus Editon-(2022),Horse,https://www.sonnyangel.com/renewal/wp-content/uploads/2022/08/horse.png,https://www.sonnyangel.com/products/mini-figure-limited/
