id,page,series,name,is_secret,db_image_page,db_x,db_y,mapped_asset_path,mapped_catalog_series,mapped_catalog_name,mapped_source,identity_status,manifest_image_url,manifest_page_url
page-10-13-chipmunk,10,Animal Series Ver. 1,Chipmunk,YES,./assets/pages/page-010.png,1025,543,sonny_png_library/regulars/animal-collections/animal-series-1/13__chipmunk.png,Animal Series 1,Chipmunk,official-web,MATCHED,,
page-10-03-cockerel,10,Animal Series Ver. 1,Cockerel,,./assets/pages/page-010.png,675,152,sonny_png_library/regulars/animal-collections/animal-series-1/07__cockerel.png,Animal Series 1,Cockerel,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_cockerel_01-1.jpg,https://www.sonnyangel.com/products/
page-10-04-dalmatian,10,Animal Series Ver. 1,Dalmatian,,./assets/pages/page-010.png,820,152,sonny_png_library/regulars/animal-collections/animal-series-1/08__dalmatian.png,Animal Series 1,Dalmatian,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_dalmatian_01-1.jpg,https://www.sonnyangel.com/products/
page-10-02-elephant,10,Animal Series Ver. 1,Elephant,,./assets/pages/page-010.png,470,152,sonny_png_library/regulars/animal-collections/animal-series-1/02__elephant.png,Animal Series 1,Elephant,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_elephant_01-1.jpg,https://www.sonnyangel.com/products/
page-10-05-frog,10,Animal Series Ver. 1,Frog,,./assets/pages/page-010.png,985,152,sonny_png_library/regulars/animal-collections/animal-series-1/09__frog.png,Animal Series 1,Frog,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_frog_01-1.jpg,https://www.sonnyangel.com/products/
page-10-06-koala,10,Animal Series Ver. 1,Koala,,./assets/pages/page-010.png,1122,152,sonny_png_library/regulars/animal-collections/animal-series-1/10__koala.png,Animal Series 1,Koala,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_koala_01-1.jpg,https://www.sonnyangel.com/products/
page-10-11-monkey,10,Animal Series Ver. 1,Monkey,,./assets/pages/page-010.png,705,543,sonny_png_library/regulars/animal-collections/animal-series-1/11__monkey.png,Animal Series 1,Monkey,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_monkey_01-1.jpg,https://www.sonnyangel.com/products/
page-10-12-owl,10,Animal Series Ver. 1,Owl,,./assets/pages/page-010.png,865,543,sonny_png_library/regulars/animal-collections/animal-series-1/12__owl.png,Animal Series 1,Owl,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_owl_01-1.jpg,https://www.sonnyangel.com/products/
page-10-07-panda,10,Animal Series Ver. 1,Panda,,./assets/pages/page-010.png,90,543,sonny_png_library/regulars/animal-collections/animal-series-1/03__panda.png,Animal Series 1,Panda,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_panda_01-1.jpg,https://www.sonnyangel.com/products/
page-10-01-rabbit,10,Animal Series Ver. 1,Rabbit,,./assets/pages/page-010.png,330,152,sonny_png_library/regulars/animal-collections/animal-series-1/01__rabbit.png,Animal Series 1,Rabbit,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_rabbit_01-1.jpg,https://www.sonnyangel.com/products/
page-10-14-robby-angel,10,Animal Series Ver. 1,Robby Angel,,./assets/pages/page-010.png,1122,543,sonny_png_library/regulars/animal-collections/animal-series-1/14__robby-angel.png,Animal Series 1,Robby Angel,official-web,MATCHED,,
page-10-08-sloth,10,Animal Series Ver. 1,Sloth,,./assets/pages/page-010.png,245,543,sonny_png_library/regulars/animal-collections/animal-series-1/04__sloth.png,Animal Series 1,Sloth,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_sloth_01-1.jpg,https://www.sonnyangel.com/products/
page-10-09-tiger,10,Animal Series Ver. 1,Tiger,,./assets/pages/page-010.png,405,543,sonny_png_library/regulars/animal-collections/animal-series-1/05__tiger.png,Animal Series 1,Tiger,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_tiger_01-1.jpg,https://www.sonnyangel.com/products/
page-10-10-white-bear,10,Animal Series Ver. 1,White Bear,,./assets/pages/page-010.png,555,543,sonny_png_library/regulars/animal-collections/animal-series-1/06__white-bear.png,Animal Series 1,White Bear,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_whitebear_01-1.jpg,https://www.sonnyangel.com/products/
page-11-03-chameleon,11,Animal Series Ver. 2,Chameleon,,./assets/pages/page-011.png,650,142,sonny_png_library/regulars/animal-collections/animal-series-2/07__chameleon.png,Animal Series 2,Chameleon,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_cameleon_01-1.jpg,https://www.sonnyangel.com/products/
page-11-10-cow,11,Animal Series Ver. 2,Cow,,./assets/pages/page-011.png,560,541,sonny_png_library/regulars/animal-collections/animal-series-2-2018/09__cow.png,Animal Series 2 2018,Cow,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cow_01.jpg,https://www.sonnyangel.com/products/
page-11-11-reindeer,11,Animal Series Ver. 2,Deer,,./assets/pages/page-011.png,710,541,sonny_png_library/regulars/animal-collections/animal-series-2-2018/11__reindeer.png,Animal Series 2 2018,Reindeer,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_reindeer_01.jpg,https://www.sonnyangel.com/products/
page-11-09-duck,11,Animal Series Ver. 2,Duck,,./assets/pages/page-011.png,405,541,sonny_png_library/regulars/animal-collections/animal-series-2/05__duck.png,Animal Series 2,Duck,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_duck_01-1.jpg,https://www.sonnyangel.com/products/
page-11-08-fawn,11,Animal Series Ver. 2,Fawn,,./assets/pages/page-011.png,250,541,sonny_png_library/regulars/animal-collections/animal-series-2-2018/01__fawn.png,Animal Series 2 2018,Fawn,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/2f1f9f4717e3d451824c2b181bc61b3e.jpg,https://www.sonnyangel.com/products/
page-11-07-hedgehog,11,Animal Series Ver. 2,Hedgehog,,./assets/pages/page-011.png,90,541,sonny_png_library/regulars/animal-collections/animal-series-2/03__hedgehog.png,Animal Series 2,Hedgehog,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_hedghog_01-1.jpg,https://www.sonnyangel.com/products/
page-11-13-kappa,11,Animal Series Ver. 2,Kappa,,./assets/pages/page-011.png,1030,541,sonny_png_library/regulars/animal-collections/animal-series-2/13__kappa.png,animal series ver 2 special color,kappa,official-web,REVIEW,,
page-11-02-lesser-panda,11,Animal Series Ver. 2,Lesser Panda,,./assets/pages/page-011.png,455,142,sonny_png_library/regulars/animal-collections/animal-series-2-2018/03__lesser-panda.png,Animal Series 2 2018,Lesser Panda,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lesserpanda_01.jpg,https://www.sonnyangel.com/products/
page-11-01-mouse,11,Animal Series Ver. 2,Mouse,,./assets/pages/page-011.png,290,142,sonny_png_library/regulars/animal-collections/animal-series-2-2018/10__mouse.png,Animal Series 2 2018,Mouse,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_mouse_01.jpg,https://www.sonnyangel.com/products/
page-11-12-pig,11,Animal Series Ver. 2,Pig,,./assets/pages/page-011.png,865,541,sonny_png_library/regulars/animal-collections/animal-series-2-2018/02__pig.png,Animal Series 2 2018,Pig,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_pig_01.jpg,https://www.sonnyangel.com/products/
page-11-14-robby-angel,11,Animal Series Ver. 2,Robby Angel,,./assets/pages/page-011.png,1134,541,sonny_png_library/regulars/animal-collections/animal-series-2/14__robby-angel.png,Animal Series 2,Robby Angel,official-web,MATCHED,,
page-11-06-sheep,11,Animal Series Ver. 2,Sheep,,./assets/pages/page-011.png,1134,142,sonny_png_library/regulars/animal-collections/animal-series-2-2018/12__sheep.png,Animal Series 2 2018,Sheep,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_sheep_01.jpg,https://www.sonnyangel.com/products/
page-11-05-skunk,11,Animal Series Ver. 2,Skunk,,./assets/pages/page-011.png,975,142,sonny_png_library/regulars/animal-collections/animal-series-2/09__skunk.png,Animal Series 2,Skunk,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_skunk_01-1.jpg,https://www.sonnyangel.com/products/
page-11-04-uribou,11,Animal Series Ver. 2,Uribou,,./assets/pages/page-011.png,810,142,sonny_png_library/regulars/animal-collections/animal-series-2-2018/07__uribou.png,Animal Series 2 2018,Uribou,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_uribou_01.jpg,https://www.sonnyangel.com/products/
page-12-10-american-shorthair,12,Animal Series Ver. 3,American Short Hair,,./assets/pages/page-012.png,565,564,sonny_png_library/regulars/animal-collections/animal-series-3-2018/03__american-short-hair.png,Animal Series 3 2018,American Short Hair,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_americanshorthair_01.jpg,https://www.sonnyangel.com/products/
page-12-03-chihuahua,12,Animal Series Ver. 3,Chihuahua,,./assets/pages/page-012.png,645,161,sonny_png_library/regulars/animal-collections/animal-series-3/07__chihuahua.png,Animal Series 3,Chihuahua,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_chihuahua_01-1.jpg,https://www.sonnyangel.com/products/
page-12-04-crocodile,12,Animal Series Ver. 3,Crocodile,,./assets/pages/page-012.png,805,161,sonny_png_library/regulars/animal-collections/animal-series-3/08__crocodile.png,Animal Series 3,Crocodile,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_crocodile_01-1.jpg,https://www.sonnyangel.com/products/
page-12-05-french-bulldog,12,Animal Series Ver. 3,French Bulldog,,./assets/pages/page-012.png,965,161,sonny_png_library/regulars/animal-collections/animal-series-3-2018/06__french-bull-dog.png,Animal Series 3 2018,French Bull Dog,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_frenchbulldog_01.jpg,https://www.sonnyangel.com/products/
page-12-06-giraffe,12,Animal Series Ver. 3,Giraffe,,./assets/pages/page-012.png,1130,161,sonny_png_library/regulars/animal-collections/animal-series-3/10__giraffe.png,Animal Series 3,Giraffe,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_giraffe_01-1.jpg,https://www.sonnyangel.com/products/
page-12-11-lop-ear-rabbit,12,Animal Series Ver. 3,Lop Ear Rabbit,,./assets/pages/page-012.png,720,564,sonny_png_library/regulars/animal-collections/animal-series-3-2018/08__lop-ear-rabbit.png,Animal Series 3 2018,Lop Ear Rabbit,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lopearrabbit_01.jpg,https://www.sonnyangel.com/products/
page-12-12-macaw,12,Animal Series Ver. 3,Macaw,,./assets/pages/page-012.png,870,564,sonny_png_library/regulars/animal-collections/animal-series-3/12__macaw.png,Animal Series 3,Macaw,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_macaw_01-1.jpg,https://www.sonnyangel.com/products/
page-12-01-parrot,12,Animal Series Ver. 3,Parrot,,./assets/pages/page-012.png,330,161,sonny_png_library/regulars/animal-collections/animal-series-3-2018/07__parrot.png,Animal Series 3 2018,Parrot,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_parrot_01.jpg,https://www.sonnyangel.com/products/
page-12-02-rhinoceros,12,Animal Series Ver. 3,Rhinoceros,,./assets/pages/page-012.png,470,161,sonny_png_library/regulars/animal-collections/animal-series-3/02__rhinoceros.png,Animal Series 3,Rhinoceros,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_rhinoceros_01-1.jpg,https://www.sonnyangel.com/products/
page-12-14-robby-angel,12,Animal Series Ver. 3,Robby Angel,,./assets/pages/page-012.png,1140,564,sonny_png_library/regulars/animal-collections/animal-series-3/14__robby-angel.png,Animal Series 3,Robby Angel,official-web,MATCHED,,
page-12-07-snake,12,Animal Series Ver. 3,Snake,,./assets/pages/page-012.png,90,564,sonny_png_library/regulars/animal-collections/animal-series-3/03__snake.png,Animal Series 3,Snake,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_snake_01-1.jpg,https://www.sonnyangel.com/products/
page-12-08-toy-poodle,12,Animal Series Ver. 3,Toy Poodle,,./assets/pages/page-012.png,250,564,sonny_png_library/regulars/animal-collections/animal-series-3/04__toy-poodle.png,Animal Series 3,Toy Poodle,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_toypoodle_01-1.jpg,https://www.sonnyangel.com/products/
page-12-13-unicorn,12,Animal Series Ver. 3,Unicorn,,./assets/pages/page-012.png,1030,564,sonny_png_library/regulars/animal-collections/animal-series-3/13__unicorn.png,Animal Series 3,Unicorn,official-web,MATCHED,,
page-12-09-zebra,12,Animal Series Ver. 3,Zebra,,./assets/pages/page-012.png,405,564,sonny_png_library/regulars/animal-collections/animal-series-3-2018/09__zebra.png,Animal Series 3 2018,Zebra,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_zebra_01.jpg,https://www.sonnyangel.com/products/
page-13-10-alpaca,13,Animal Series Ver. 4,Alpaca,,./assets/pages/page-013.png,545,562,sonny_png_library/regulars/animal-collections/animal-series-4/06__alpaca.png,Animal Series 4,Alpaca,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_alpaca_01-1.jpg,https://www.sonnyangel.com/products/
page-13-03-anteater,13,Animal Series Ver. 4,Anteater,,./assets/pages/page-013.png,645,162,sonny_png_library/regulars/animal-collections/animal-series-4/07__anteater.png,Animal Series 4,Anteater,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_anteater_01-1.jpg,https://www.sonnyangel.com/products/
page-13-04-buffalo,13,Animal Series Ver. 4,Buffalo,,./assets/pages/page-013.png,805,162,sonny_png_library/regulars/animal-collections/animal-series-4/08__buffalo.png,Animal Series 4,Buffalo,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_buffalo_01-1.jpg,https://www.sonnyangel.com/products/
page-13-05-calico-cat,13,Animal Series Ver. 4,Calico Cat,,./assets/pages/page-013.png,970,162,sonny_png_library/regulars/animal-collections/animal-series-4/09__calico-cat.png,Animal Series 4,Calico Cat,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_calicocat_01-1.jpg,https://www.sonnyangel.com/products/
page-13-06-cheetah,13,Animal Series Ver. 4,Cheetah,,./assets/pages/page-013.png,1135,162,sonny_png_library/regulars/animal-collections/animal-series-4/10__cheetah.png,Animal Series 4,Cheetah,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_cheetah_01-1.jpg,https://www.sonnyangel.com/products/
page-13-13-dragon,13,Animal Series Ver. 4,Dragon,,./assets/pages/page-013.png,1040,562,sonny_png_library/limited/other-collections/collectors-trophy-special-color-2014/05__dragon.png,collectors trophy special color 2014,dragon,official-web,REVIEW,,
page-13-11-goat,13,Animal Series Ver. 4,Goat,,./assets/pages/page-013.png,710,562,sonny_png_library/regulars/animal-collections/animal-series-4/11__goat.png,Animal Series 4,Goat,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_goat_01-1.jpg,https://www.sonnyangel.com/products/
page-13-12-gorilla,13,Animal Series Ver. 4,Gorilla,,./assets/pages/page-013.png,875,562,sonny_png_library/regulars/animal-collections/animal-series-4/12__gorilla.png,Animal Series 4,Gorilla,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_gorilla_01-1.jpg,https://www.sonnyangel.com/products/
page-13-01-hippopotamus,13,Animal Series Ver. 4,Hippopotamus,,./assets/pages/page-013.png,330,162,sonny_png_library/regulars/animal-collections/animal-series-4/01__hippopotamus.png,Animal Series 4,Hippopotamus,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_hippopotamus_01-1.jpg,https://www.sonnyangel.com/products/
page-13-02-horse,13,Animal Series Ver. 4,Horse,,./assets/pages/page-013.png,475,162,sonny_png_library/regulars/animal-collections/animal-series-4/02__horse.png,Animal Series 4,Horse,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_horse_01-1.jpg,https://www.sonnyangel.com/products/
page-13-07-lion,13,Animal Series Ver. 4,Lion,,./assets/pages/page-013.png,50,562,sonny_png_library/regulars/animal-collections/animal-series-4/03__lion.png,Animal Series 4,Lion,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_lion_01-1.jpg,https://www.sonnyangel.com/products/
page-13-08-peacock,13,Animal Series Ver. 4,Peacock,,./assets/pages/page-013.png,215,562,sonny_png_library/regulars/animal-collections/animal-series-4/04__peacock.png,Animal Series 4,Peacock,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_peacock_01-1.jpg,https://www.sonnyangel.com/products/
page-13-14-robby-angel,13,Animal Series Ver. 4,Robby Angel,,./assets/pages/page-013.png,1138,562,sonny_png_library/regulars/animal-collections/animal-series-4/14__robby-angel.png,Animal Series 4,Robby Angel,official-web,MATCHED,,
page-13-09-shiba-inu,13,Animal Series Ver. 4,Shiba Inu,,./assets/pages/page-013.png,380,562,sonny_png_library/regulars/animal-collections/animal-series-4/05__shiba-inu.png,Animal Series 4,Shiba Inu,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/10/new_shibainu_01-1.jpg,https://www.sonnyangel.com/products/
page-14-11-blowfish,14,Marine Series,Blowfish,,./assets/pages/page-014.png,720,562,sonny_png_library/regulars/marine-collections/marine-series/11__blowfish.png,Marine Series,Blowfish,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Blowfish.png,https://www.sonnyangel.com/products/
page-14-03-clownfish,14,Marine Series,Clownfish,,./assets/pages/page-014.png,640,161,sonny_png_library/regulars/marine-collections/marine-series/07__clownfish.png,Marine Series,Clownfish,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Clownfish.png,https://www.sonnyangel.com/products/
page-14-07-dolphin,14,Marine Series,Dolphin,,./assets/pages/page-014.png,85,562,sonny_png_library/regulars/marine-collections/marine-series/03__dolphin.png,Marine Series,Dolphin,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Dolphin.png,https://www.sonnyangel.com/products/
page-14-02-jellyfish,14,Marine Series,Jellyfish,,./assets/pages/page-014.png,470,161,sonny_png_library/regulars/marine-collections/marine-series/02__jellyfish.png,Marine Series,Jellyfish,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Jellyfish.png,https://www.sonnyangel.com/products/
page-14-06-manta,14,Marine Series,Manta,,./assets/pages/page-014.png,1135,161,sonny_png_library/regulars/marine-collections/marine-series/10__manta.png,Marine Series,Manta,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Manta.png,https://www.sonnyangel.com/products/
page-14-05-penguin,14,Marine Series,Penguin,,./assets/pages/page-014.png,970,161,sonny_png_library/regulars/marine-collections/marine-series/09__penguin.png,Marine Series,Penguin,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Penguin.png,https://www.sonnyangel.com/products/
page-14-14-robby-angel,14,Marine Series,Robby Angel,,./assets/pages/page-014.png,1150,562,sonny_png_library/regulars/marine-collections/marine-series/14__robby-angel.png,Marine Series,Robby Angel,official-web,MATCHED,,
page-14-09-seahorse,14,Marine Series,Seahorse,,./assets/pages/page-014.png,405,562,sonny_png_library/regulars/marine-collections/marine-series/05__seahorse.png,Marine Series,Seahorse,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Seahorse.png,https://www.sonnyangel.com/products/
page-14-08-seal,14,Marine Series,Seal,,./assets/pages/page-014.png,245,562,sonny_png_library/regulars/marine-collections/marine-series/04__seal.png,Marine Series,Seal,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Seal.png,https://www.sonnyangel.com/products/
page-14-01-shark,14,Marine Series,Shark,,./assets/pages/page-014.png,335,161,sonny_png_library/regulars/marine-collections/marine-series/01__shark.png,Marine Series,Shark,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Shark.png,https://www.sonnyangel.com/products/
page-14-04-shell,14,Marine Series,Shell,,./assets/pages/page-014.png,805,161,sonny_png_library/regulars/marine-collections/marine-series/08__shell.png,Marine Series,Shell,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Shell.png,https://www.sonnyangel.com/products/
page-14-12-starfish,14,Marine Series,Starfish,,./assets/pages/page-014.png,875,562,sonny_png_library/regulars/marine-collections/marine-series/12__starfish.png,Marine Series,Starfish,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Starfish.png,https://www.sonnyangel.com/products/
page-14-13-turtle,14,Marine Series,Turtle,,./assets/pages/page-014.png,1030,562,sonny_png_library/limited/other-collections/collectors-trophy-special-color-2014/01__turtle.png,collectors trophy special color 2014,turtle,official-web,REVIEW,,
page-14-10-whale,14,Marine Series,Whale,,./assets/pages/page-014.png,560,562,sonny_png_library/regulars/marine-collections/marine-series/06__whale.png,Marine Series,Whale,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/08/Whale.png,https://www.sonnyangel.com/products/
page-15-11-acorn,15,Flower Series,Acorn,,./assets/pages/page-015.png,715,555,sonny_png_library/regulars/flower-collections/flower-series-2019/11__acorn.png,Flower Series 2019,Acorn,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_acorn_01.jpg,https://www.sonnyangel.com/products/
page-15-13-bee,15,Flower Series,Bee,,./assets/pages/page-015.png,1035,555,sonny_png_library/regulars/flower-collections/flower-series/13__bee.png,Flower Series,Bee,official-web,MATCHED,,
page-15-09-cactus,15,Flower Series,Cactus,,./assets/pages/page-015.png,410,555,sonny_png_library/regulars/flower-collections/flower-series-2019/05__cactus.png,Flower Series 2019,Cactus,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cactus_01.jpg,https://www.sonnyangel.com/products/
page-15-06-carnation,15,Flower Series,Carnation,,./assets/pages/page-015.png,1135,155,sonny_png_library/regulars/flower-collections/flower-series-2019/10__carnation.png,Flower Series 2019,Carnation,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_carnation_01.jpg,https://www.sonnyangel.com/products/
page-15-02-cherry-blossom,15,Flower Series,Cherry Blossom,,./assets/pages/page-015.png,470,155,sonny_png_library/regulars/flower-collections/flower-series-2019/12__cherry-blossoms.png,Flower Series 2019,Cherry Blossoms,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_cherryblossoms_01.jpg,https://www.sonnyangel.com/products/
page-15-04-hydrangea,15,Flower Series,Hydrangea,,./assets/pages/page-015.png,805,155,sonny_png_library/regulars/flower-collections/flower-series-2019/08__hydrangea.png,Flower Series 2019,Hydrangea,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_hydrangea_01.jpg,https://www.sonnyangel.com/products/
page-15-03-lily-bell,15,Flower Series,Lily Bell,,./assets/pages/page-015.png,640,155,sonny_png_library/regulars/flower-collections/flower-series-2019/07__lily-bell.png,Flower Series 2019,Lily Bell,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_lilybell_01.jpg,https://www.sonnyangel.com/products/
page-15-10-morning-glory,15,Flower Series,Morning Glory,,./assets/pages/page-015.png,560,555,sonny_png_library/regulars/flower-collections/flower-series-2019/06__morning-glory.png,Flower Series 2019,Morning Glory,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_morningglory_01.jpg,https://www.sonnyangel.com/products/
page-15-05-pansy,15,Flower Series,Pansy,,./assets/pages/page-015.png,970,155,sonny_png_library/regulars/flower-collections/flower-series-2019/09__pansy.png,Flower Series 2019,Pansy,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_pansy_01.jpg,https://www.sonnyangel.com/products/
page-15-07-poppy,15,Flower Series,Poppy,,./assets/pages/page-015.png,80,555,sonny_png_library/regulars/flower-collections/flower-series-2019/03__poppy.png,Flower Series 2019,Poppy,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_poppy_01.jpg,https://www.sonnyangel.com/products/
page-15-14-robby-angel,15,Flower Series,Robby Angel,,./assets/pages/page-015.png,1152,555,sonny_png_library/regulars/flower-collections/flower-series/14__robby-angel.png,Flower Series,Robby Angel,official-web,MATCHED,,
page-15-01-rose,15,Flower Series,Rose,,./assets/pages/page-015.png,330,155,sonny_png_library/regulars/flower-collections/flower-series-2019/01__rose.png,Flower Series 2019,Rose,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_rose_01.jpg,https://www.sonnyangel.com/products/
page-15-08-sunflower,15,Flower Series,Sunflower,,./assets/pages/page-015.png,245,555,sonny_png_library/regulars/flower-collections/flower-series/04__sunflower.png,Flower Series,Sunflower,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Sunflower.png,https://www.sonnyangel.com/products/
page-15-12-tulip,15,Flower Series,Tulip,,./assets/pages/page-015.png,875,555,sonny_png_library/regulars/flower-collections/flower-series-2019/02__tulip.png,Flower Series 2019,Tulip,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2018/11/old_tulip_01.jpg,https://www.sonnyangel.com/products/
page-16-05-bok-choy,16,Vegetable Series,Bok Choy,,./assets/pages/page-016.png,970,153,sonny_png_library/regulars/vegetable-collections/vegetable-series/09__bokchoy.png,Vegetable Series,BokChoy,official-web,REVIEW,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/BokChoy.png,https://www.sonnyangel.com/products/
page-16-12-cabbage,16,Vegetable Series,Cabbage,,./assets/pages/page-016.png,875,554,sonny_png_library/regulars/vegetable-collections/vegetable-series/12__cabbage.png,Vegetable Series,Cabbage,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Cabbage.png,https://www.sonnyangel.com/products/
page-16-01-carrot,16,Vegetable Series,Carrot,,./assets/pages/page-016.png,330,153,sonny_png_library/regulars/vegetable-collections/vegetable-series/01__carrot.png,Vegetable Series,Carrot,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Carrot.png,https://www.sonnyangel.com/products/
page-16-11-cauliflower,16,Vegetable Series,Cauliflower,,./assets/pages/page-016.png,715,554,sonny_png_library/regulars/vegetable-collections/vegetable-series/11__cauliflower.png,Vegetable Series,Cauliflower,official-web,MATCHED,https://www.sonnyangel.com/renewal/wp-content/uploads/2019/10/Cauliflower.png,https://www.sonnyangel.com/products/
